text,label
첫주문인데 너무 맛있게 먹었어요  받자마자 흡입하느라 사진도 못 찍었네요ㅠㅠ 서비스도 감사했습니당 ,1
와플더시킬껄,1
크로플이 살짝식어서 눅눅할까 걱정했는데 식어도 너무 맛있어요ㅠㅠ 아니 인 메뉴라고 봤는데 크로플이 네 개 분명 미니크로플이라고 했는데 저는 여태 미니크로플만 먹어왔나봐요 미니 아니고 미디움크로플은 되는거같네요ㅎㅎㅎ 밀크티도 너무 맛있어요 당도 조절하는걸 까먹어서 우유 더 넣어 먹었는데도 향도 진하고 맛있습니다 메뉴에 사장님 센스가 보여서 처음 시켜봤는데 대성공 다음에 또 시킬게요,1
딸기 음료도 서비스로 주시고 누락된 아메리카노도 따뜻한 걸로 변경해서 금방 갖다주시고 너무 감사합니다 크로플 개수가 너무 많아서 잘못 온 줄 알았어요ㅎㅎㅎㅎ양이 너무 많아서 개 시킨 거 둘이 먹고 남겼습니다 재구매 의사 만입니다,1
믿고 주문합니다 ㅠㅠ 너무 맛있어요,1
다른곳보다 더 맛있어서 요새 계속 먹어요 ㅜㅜ 덜 기다리려고 포장으로 주문했는데 서비스도 많이 주시고 진짜 너무너무 감사합니다  덕분에 맛있게 온 가족이 잘 먹었어요 포장지가 통닭인건 안비밀입니닼ㅋㅋ 바삭하게 부탁드렸는데 요청사항도 잘 들어주셨어요 감사합니다,1
크로플 개만 시켰는데 ㅠ 사장님 인심 채고애오출산 후에 이렇게 맛있는 크로플 감사함댜다음엔 밀크티랑 같이 먹을께오 감사합니댜,1
커피가 터져서 왔네요 밀봉이 터진게 아니라 커피담는 잔이 터져있어요배달하는 사람도 그 커피가 뚝뚝 떨어지는걸주고 가네요 어이가 없어서 전화드리니 다시 보내주신다네요담을 곳이 없어 비닐봉지에 터진 그대로 다시넣었으니 꼭 받으시고 확인하세요시간 아깝네요,0
사진을 예쁘게 찍어보려했는데남은거는 물 맺힌 컵이랑 크로플이었던 것밖에 없었어요크로플은 소금버터맛만 나는 맨빵 크로플이 아니라 설탕시럽같이 녹아있는 달다구리 크로플이라 좋았어요 ㅠ ㅠㅜ ㅠ 좐맛커피 밀크티도 달달쌉싸레의 정석이에요입에 머금으면 밀크티향 나고 넘기면 커피맛이 올라오는게 극락이다 극락 커피가 맛있는거 같으니 담엔 라떼도 시켜봐야겠어용,1
종종 찾고싶은집,1
포장도 꼼꼼하게 해주시고 서비스도 죄송할정도로 많이주셔서 너무잘먹었습니다 밀크티도 과일쥬스도 다 맛있었어요 역시 안암최고밀크티 감사합니다,1
저번에 먹고 넘 맛있어서 또 시켰어요,1
항상 맛있어용 ,1
크로플 대존맛 엄격한 심사기준 통과가성비도 좋고 서비스 인심 무엇 감동받음 ㅠㅠ크로플 왠지 중독되서 자주 시킬거 같은 예감밀크티도 평소에도 즐겨먹어서 넘 맛있었어요다만 아쉬웠던건 커피가 제 입맛에 맛있지는 않았어요담번에는 밀크티만 시키려고요아 그리고 펄없는 음료 시킬때는 작은 빨대로 주시면 더 좋을거 같아요감사히 잘 먹었습니다,1
사장님 천사세요 크로플 개 시켰는데 개나 주시고 딸기쥬스 서비스까지 저 울어요 ㅠㅠ 너무 행복합니당  진짜진짜 맛있게 잘 먹었습니다 역시 믿고 먹는 디에스티 밀크티랑 크로플  항상 서비스 풀로 챙겨주시는 사장님 적게 일하시구 많이 버세여ㅓㅓㅓ,1
감사합니다 역시 퓨ㅠㅠㅠㅠ 여긴 오랜만에 먹어도 맛있음니다다음에 또 시킬게요,1
브라운슈가 밀크티만 주문 했는데 서비스로 블루베리 스무디도 주셨어요 ㅠ먹어본 흑당밀크티 중에 디에스티가 제일 맛있어요,1
양도 엄청 푸짐하고 서비스까지 주셨는데 맛도 엄청났습니다,1
가격도 착한데 미니 크로플까지 서비스로 주셔서 감사합니다ㅠㅠ 바삭하고 따뜻해서 스무디들이랑 정말 맛있게 먹었어요,1
급하게 먹느라 사진을 못찍었어요 대신 받은 스누피 컵 크로플 너무 맛있고 일단 락토프리 선택할 수 있는게 너무 좋았어요 다음에도 재주문 할거같아요,1
잘 마셨습니다,1
거의 매주 시켜먹는 거 같아요ㅋㅋㅋ 끊을 수가 없습니당 디에스티 최고,1
너무 감사해요 서비스까지  그치만 빨대가 안와서 ㅠㅠㅠ 집에있는 아무빨대나 꽂아서 썼어요 ㅜㅜ 하지만 크로플이 넘 맛있어서 패스 하겠습니다잘먹을게오,1
오늘은 다른 밀크티를 시켰는데 역시나 맛있네요그리고 추가로 서비스까지 ㅠㅠ 감사합니다 사장님적게 일하고 많이 버세요,1
와플 사이즈가 정말크고 맛있네요,1
맛있어서 이틀 연속 시켜먹었네요 감사합니다,1
처음 주문했는데 사비스도 주시고 감사합니다 특히 딸기 스무디는 집에서 생딸기 갈아 먹는 맛이에요 스누피 컵홀더 너무 귀여워요,1
밀크티도 맛있는데 돌체라떼도 맛있네요 시럽맛같은거 안나고 되게 부드러워요그리고 사장님 용돈 최소금액 맞추기 좋네요ㅋㅋㅋㅋ 서비스 잘먹었습니다,1
오키나와 스무디 진짜 내가 찾던 그 맛 ㅠㅅㅜ 이런음료 너무 좋아요서비스 많이 주셔서 감사합니다 ,1
여러개 시키면서 나눠서 포장 부탁드렸는데 바쁘실텐데도 모두 잘 챙겨서 나눠보내주셨어요맛도 달콤하니 맛있어요,1
크로플이랑 밀크티 다 맛있어요최애 밀크티+크로플 집여담이지만 생크림추가한 크로플으로 두개시켰었는데 생크림이 한개만 왔어요ㅜㅜ 저번주문도 그랬는데 그냥 말씀안드렸는데 다음에는 꼭 체크 부탁드립니당ㅜㅜ,1
어제 매장에서 테이크아웃하고 맛있어서 저녁에 또 주문했어요ㅎㅎㅎ 밀크티랑 크로플 진짜 맛있어요ㅠㅠ 특히 어제는 크로플이 완전 대박 매장에서도 사장님이 늘 친절하게 대해주셔서 기분좋은데 배달에서도 친절함이 느껴져요 서비스도 챙겨주시고 늘 감사합니당,1
지난번에 가서먹어보고 이번에는 시켜서 먹었어요맛있게 잘 먹었어요애넘은 믿고 먹었구 딸기요거트는 진짜 다른데 못먹을수도 있을것 같아요근데 음료를 시켰는데 음료는 보내주시구 빨대를 안보내주셔서 손가락으로 겨우 뚫어먹었네요먹는데 어려워서 그렇지 맛은 있었습니다,1
맛은 있는데 크로플 양이 예전이랑 넘 다른거 아닌가요 세트로 시켰는데 큰거 개 작은거 개라고 알고 시킨건데 이렇게 조각난 작은 크로플들을 담아주실줄은 몰랐네요 큰조각은 하나받고 나머지 작은 조각들 받았어요,1
저번이랑 와플 양이 다른거 같아서 조금 아쉬웠지만 서비스 과일이랑 생크림 덕에 그냥 맛나게 먹었어요 ㅋㅋㅋㅋ ,1
크로플 진짜 맛있어요 가족들도 다 좋아해서 올때마다 시키는 거 같아요 서비스로 온 누텔라크로플 진짜 최고 맛있었습니다 잘 먹었습니당 ,1
항상 너무 맛있게 먹구 있어요 같이 주시는 컵 너무 존귀ㅠㅠ 근데 오늘 시킬때 깜빡하구 당도으로 시켜서ㅋㅋㅋㅋ 담번엔 당도 넣어서 시켜야게써여,1
오랜만에 시켜 먹었는데 왜 더 맛있어진 것 같죠 크로플 서비스도 감사합니당,1
크로플 정말정말 맛있었어요 딸기요거트도 상큼해서 더 좋았습니다 늦은 시간이었는데 서비스까지 챙겨주셔서 감사해요 잘 먹었습니다ㅎㅎ,1
크로플이 미쳤습니다너무 맛있어요마약 크로플 인정입니다 다음에 또 먹고싶어요애넘 밀크티도 제가 딱 좋아하는 밀크티맛 너무 달달하지 않아서 좋았습니다딸기스무디도 신선한맛이었어요아쉬운점은 사장님이 빨대를 깜빡하신것바쁘셔서 그러신것 같더라구요서비스도 많이 주시고 무엇보다 맛있어서 빨대 안왔다는 사실도 잊고 막 먹었습니당다음에 또 시켜먹을게요,1
모지 왜 매번 맛있지 ,1
크로플이 정말 맛있어요 적당히 달콤해용 사장님이 정말 친절하셨어요 락토프리되는 밀크티집 찾고 있었는데 운이 좋았어요 당일 재주문도 아깝지않았어요 +배달이 엄청 빨리 왔어요 저희집 부엌에서 만든줄ㅋㅋㅋㅋㅋㅋㅋ,1
맛있다 딸기 진짜 신선한 거 쓰는듯 음료 상큼하고 너무 맛있었어요 물론 크로플도 짱 맛있었음 간식으로 먹으려고 했는데 양이 많아서 그냥 저녁 퉁쳤어요 굿굿,1
마시따,1
음료도 맛있고 컵도 예뻐요,1
처음 주문했는데 크로플도 맛있고 음료도 모두 맛있어요 또 주문할께요,1
요즘도 감귤이 나오나 싶었는데 시럽맛 아니고 진짜 귤 마니 들어간 맛이었어요 아 그냥 귤이 아니고 홍귤인가 홍귤이 뭔지는 잘 모르지만 암튼 귤맛 찐하고 맛있어요 ㅎㅎ여기 밀크티 집인데 생과일 쥬스도 맛있어요 밀크티 먹으러도 여기오고 쥬스먹으러도 요기오고 매일와야겟네ㅜㅋㅋㅋ 암튼 또올게여,1
배달도 예정시간보다 엄청 빨리 왔고 맛은 말할 것도 없어요 잊을 수 없는 맛 제가 제일 좋아하는 곳입니다ㅜㅜㅜㅜㅜㅜ 너무너무 맛있고 친절하시고 한 십분안에 저렇게 다 먹은 것 같아요 항상 감사합니다,1
언제나 그렇듯 크로플 맛있어유,1
최고  크로플 서비스도 감사해요 서울 최고의 밀크티집,1
크로플이 미니로만 세개가왔어요 세트로 구매했는데 다른건가 싶어요 오키나와가 제일 맛있습니다 딸기는 사진이랑 다르네요ㅠㅠ,1
귤쥬스 맛있어요 자몽이랑 밀크티 커피 다 좋아요,1
항상 시켜먹는 집인데 서비스도 매번주시고 너무 맛있어용,1
대박 음료맛도 최고지만 서비스로 아아+크루플까지 주셨어요 넘 맛있게 잘먹었습니다,1
다른데보다 크로플이 더 맛있어요 다음에는 티라미슈도 같이시켜서 먹어볼게요 밀크티에 펄도 잘 삶겨서 맛있었어요,1
처음 시켜봤는데 크로플도 맛있고 밀크티도 깔끔하니 입에 잘 맛았습니다 서비스 많이 챙겨주셔서 감사합니다 ,1
맛있어요 크로플 두 개 주셔서 놀랐음애용할게요,1
처음 시켜봤는데 너무 맛있어요 배달도 빠르고 컵홀더로 쓰이는 것 같은 컵도 너무 귀여워요 ㅎㅎ 귀여워서 인테리어로 쓰려구요과일 서비스도 감사합니다 ㅎㅎ,1
오오오 맛있어요,1
서비스까지 잘먹었습니다 음료도 얼음 많이 안녹고 잘왔어요,1
디에스티는 항상 서비스가 감동을 넘어서는 것 같네요ㅠㅠ 이러니 어떻게 안 시켜먹습니까ㅠㅠ 주기적으로 꼭 크로플이랑 밀크티는 먹어줘야하는 것 같아요,1
다이어트전 최후의만찬으로 주문한건데 역시 사랑입니다+ 밑에 배달이 늦었다는 저평가 후기들이 종종 보여서 디에스티를 자주시켜먹는 단골의 입장에서 마음아프네요ㅠㅠ저는 예정시간보다 십분정도 늦게 도착할거같다고 미리 전화왔었고사실 늦은줄 딱히 몰랐는데 전화와서 알게됨 토탈분만에 도착했습니다 원래도 과일이나 생크림 서비스등 서비스 잘주는거 알고있었지만 늦어서 그런지 와플 두배로 주셨습니다ㅠㅠ 항상 맛있는 크로플 구워주셔서 감사합니다 다이어트 성공하면 또 주문할게요 사랑해요,1
크로플 개 시켰는데 미니 크로플 개가 서비스로 오는대 혜자집 베라랑 협업하세요 진짜 찰떡임,1
갑자기 대량 주문했는데 잘 배달해주셨어요배달이 분이나 늦어서 조금 아쉬웠지만 배달비를 사장님께서 부담하시고 번에 걸쳐 서비스음료까지 잘 배달해주셔서 아쉬움이 날아갔습니다 짱맛있게 잘 먹었습니다 다음에 또 주문할게요 감사합니다,1
사장님 저 리뷰 귀찮아하는데 저 크로플 두개시켰는데 몇개가 온거에용 ㅠㅠㅠ 밀크티도맛잇고 여기뭐야 ㅠㅠ생크림도감사합니당 ,1
사장님이 과일 서비스도 주시고 좋았어요,1
예정 배달시간보다 분 더 늦게 왔습니다 그덕에 얼음 다 녹았구요미적지근예전에도 이러더니 또이제 안시켜먹어야겠어요ㅋㅋㅋㅋ,0
안암 최고의 밀크티집 맞습니다요청사항으로 전화드렸는데 친절히 응대해주시고맛있는 음식 빠르고 정확하게 보내주셔서 감동이었어요 감사합니다 사장님,1
크로플 맛있네요,1
와 크로플 너무 맛있어요 즐겨찾기했ㅇ야ㅡ 굿굿 다음에 다시 먹을게요,1
크로플홀릭입니다 크로플도 밀크티도 넘나 맛있어뇨,1
크로플 진짜 맛있었어요 서비스로 일반 크로플 하나 도 주셔서 정말 배부르게 먹었어요 밀크티들도 정말 맛있어요 또 시켜먹을게요 꼭,1
크로플 진짜 맛있네요,1
셤기간에 당떨어져서 시켰는데 밀크티 단계로 표기한거 재확인 해주신 이후 친절함에 반해서 여기서만 크로플 먹습니다오늘도 단거 최대로 땡겨서 시켯는데 미니 크로플 사이즈업에 생크림에 오렌지에 살앙해요 사장님이사갈때까지 명심하겟읍니다 밀크티크로플은 디에스티,1
항상 잘먹고있어요 감사합니다,1
통닭봉투에 와서 놀랐어요 ㅎㅎ 추억의 감성이있네요 밀크티 컵도 너무 이쁘고 서비스도 감사합니다 아이도 크로플 먹겠다고 저녁을 빨리먹었어요 ㅎㅎ밀크티 향이 좋네요 자주 시킬게요 ,1
생크림이 따로 올 줄 알고 안 시켰었는데 추가를 했어야하는군요 ㅠㅠ 서비스 덕분에 크로플을 더 맛있게 먹을 수 있게 돼서 기분이 좋습니다  그리고 보통 밀크티를 되게 달게 파는 곳도 많은데 디에스티 밀크티는 담백하고 쌉싸름한 맛이 느껴져서 너무 좋아요 저처럼 단거 안 좋아하는 사람들도 맛있게 먹을 수 있어서 ㅎㅎ 귀여운 스누피 컵도 주시고 ㅎㅎ,1
아이고 사장님 왜이렇게 많이 보내주셨습니까 예상 시간보다 늦게 와서 바쁘신가보다 하고 있었는데 똭 왔네요 매장에서도 친절하시고 손크신 사장님 감사합니다 잘먹겠습니다 항상 잘먹고 있어요 배달은 처음 시켜봐요 그냥 아무쪼록 여기 아무도 몰랐으면 하지만 모두가 알았으면 하는 마음 하지만 나만 알고 싶은 데랄까 그냥 사장님 사랑해요,1
워낙 인심이 후하신 집이라 세트 시키면서 내심 미니 크로플 사이즈업 해주셨음 좋겠다 싶었는데ㅎ 크로플 세개 시켰는데 다섯개가 왔어요 사장님이 굽는 족족 드시는 건 줄 알았는데 굽는 족족 다 퍼주시나봐요 딸기요거트도 너무 상큼하고 맛있어요 배달도 주문한지 분만에 올 정도로 엄청 빨라요 잘 먹었습니다,1
크로플이랑 생크림 서비스 감사드려요 덕분에 배부르게 잘 먹었습니당 밀크티도 엄청 맛있고 크로플도 미쳤우용 바삭하고 쫀득하고  다음에 또 시켜먹을게용 감사합니당,1
사진을 잘 못 찍어서 흑당 크로플 첨 먹어봤는데 너무 맛있고 애넘밀크티도 역시 진하고 달달하게 맛있어요 글고 저 마약크로플에 중독된 것 같아요 담엔 꼭 가서 더 따끈따끈한 걸로 받아서 먹어야겟어요 과일도 잘먹을게요ㅠㅜ,1
나의 최애 밀크티 애넘 밀크티 안암명물생크림 서비스 심쿵,1
크로플 정말 맛납니다 잘 먹었습니다,1
양 엄청많네요 감사합니다 번창하세요,1
언제나 먹어도 맛있어용 크로플도 처음 먹어봤는데 겉바속촉 맛있슴니당,1
늘 풍미 있는 밀크티와 겉바속촉한 크로플 맛은 애나 어른이나 참 맛있어해요,1
존맛탱 크로플 서비스도 감사합니다,1
믿고 먹는 디저트 최고 맛집 항상 정말 맛있어요서비스도 감사합니다,1
날씨때문인지 첫주문이 배달불가로 취소돼서 속상했었는데 좀 시간지나고나니 주문가능하다고 알려주셔서 다시 주문해 먹어볼수있었어요감사하게 서비스도 챙겨주시고음료도 맛있었습니다특히 오키나와 스무디가 대박이었어요 다음에 또 주문할게요,1
사장님 너무 맛있어용 서비스도 너무 감사합니당제가 주변에 전파중이에옹 ㅎㅎ 적게일하시고 돈 마니버세옹,1
리뷰이벤트가 없어서 딱히 안 쓰려고 했는데 안 쓸 수가 없네요 크로플 하나 시켰는데 크로플을 서비스로 하나 더 주시다니ㅜㅜ 예전에 다른 데서 크로플 먹고 실망했는데 여긴 겉은 바삭 속은 쫄깃쫄깃해서 너무 맛있어요ㅠㅠ 두개씩이나 못 먹을 줄 알았는데 그냥 후루룩 들어가요 밀크티도 너무 맛있고ㅜㅜ 잘 먹었습니다,1
리뷰가 너무 늦어서 죄송해요ㅜㅜㅜ 진짜 지나갈 때마다 오키나와 너무너무 먹고싶었는데 오랜만에 먹을 수 있어서 너무 행복했어요 딸기요거트도 맛있고 크로플도 맛있고 오키나와는 진짜 언제 먹어도 질리지 않고 너무 맛있어요 다 최고,1
인생크로플컵도 너무귀엽고 크로플이 진짜미쳤어요 따뜻할때먹으면 따끈따끈 맛있고 식어서먹으면 겉에 얇은 시럽코팅이 바삭바삭해져서 맛있어요 종종시켰었는데 최근엔 항상 타이밍이 안맞아서 휴무날겹쳐서 자꾸 다른데 주문했었어요ㅠㅠㅠ 하 이맛이 안나도라구요ㅠㅠㅠ전에 같이 먹었던 직원들끼리는 크로플 거기 로 통해요ㅋㅋㅋ 거기 시켜요 거기 라고하면 이집입니다그러다가 악 휴무야 배달안돼요ㅠㅠㅠㅍ 하면 아그럼 전 됐어요라고 하도라규요없던입맛도 살아나게하는집사장님 쉬지마시고 일많이하시고 돈많이오래오래벌어주세요대애애애애존맛탱서비스 얼린귤도 감사해요얼린 귤 보고 가방끈이 매우 긴 분이시구나 느꼈습니다그거 먹은뒤로 저 귤 얼려먹어요 다이어트중이지만 또올게요,1
밀크티는 말할것도 없고 서비스는 무슨일인가요 이렇게푸짐하게 챙겨주시다니 감동했습니당,1
음료 다다다 너무 맛있어요 크로플도 짱서비스로 주신 크로플 밀크티 과일 다 너무 감사합니다스누피 넘 귀여워여ㅠㅠ,1
차에서 허겁지겁 먹어서 사진을 못 찍었어요ㅠ제가 먹은 크로플 중에 제일 맛있었어요담에 또 시켜서 예쁜 사진 남길게요,1
크로플 맛있어요 아메리카노도 양 많고 맛있었어요,1
너무너무 맛있어요 근데 펄 추가까지 시켰는뎅 펄이 안 들었다는거 하나는 좀 충격이기는 한 거 같아요펄 먹으려고 펄 추가까지 시킨거였는뎅그거 말고 맛 하나는 최고인거 같아요,1
마약 크로플 티라미수 애넘 밀크티 다 나무 맛있게 잘먹었어요 자주 시킬게요 서비스로 보내주신 귤도 잘 먹었습니다,1
사장님항상 맛있게 잘 먹고 있습니다하나 부탁드리고 싶은게 배민메뉴에 흑당크로플 +애넘밀크티+미니크로플 세트를 시키면 애넘밀크티 당도 고르는게없습니다ㅠ 지난번엔 달게 와서 그대로 시켰는데 이번엔 아예 당도  으로왔네요ㅠ 이부분 수정 부탁드려요ㅎ,1
아묻따,1
애넘밀크티 너무 맛있어요 학교 다닐 때 밀크티 좋아하는 애들이 여기가 안암에서 젤 맛있는 밀크티라고 그랬는데 오늘 먹어보니까 진짜 그런 것 같아요ㅜㅜ 크로플도 맛있고 제 입맛엔 티라미수가 정말 맛있네요ㅎㅎ,1
너무 맛있어요ㅠㅠ사장님 돈 많이 버세요미니크로플을 기본 크로플로 업그레이드 해주신건가요ㅠㅠ 크로플도 하나 더 주셨어용 진짜 넘 맛있어여ㅜㅜㅜㅜㅜㅜ리뷰를 안쓸수가 없네용,1
디에스티는 늘 너무 맛있습니다 저번 주에 친구가 저희 집에 주문했을 때도 서비스 크로플을 두개나 주셔서 너무 너무 감사했는데 매번 이렇게 서비스 퍼 주시면 남는거 있으신가요ㅜㅜ 사장님 흥하세요,1
와플 너무 먹고싶어서 시켰는데 배달 늦은거때문에 어디한번보자 이러고 먹었는데 그런맘 싹다 사라지고 리뷰 무조건 쓰고싶어지는 존맛탱 크로플 조금 식었는데도 그런거 도없이 오자마자 순삭 진짜 담부턴 배달오래걸린다고해도 기다리겠어여 다먹어버려서 사진은 스누피친구만 꼭 크로플 시켜드세여 생크림도 꼭,1
넘넘맛있어요 빵싫어하는동생이 먹어보더니 개더시키래요ㅋㅋㅋ,1
비타민까지 챙겨 주시고 굿굿언제나 맛있어요 ,1
너무 생각나서 또 시켜먹어요ㅜㅠ중간에 문제가 잇엇지만 친절하고 빠르게 해결해주셔서 너무 감사합니다 또 사먹을게요,1
정신없이 먹었더니 사진이 없네요ㅠㅠ안암 크로플  밀크티 최고 맛집이라구 생각합니당맛도 최고 친절함도 최고,1
크로플 존맛탱,1
와 귤쥬스 진짜 진하고 달콤상큼 제대로예요좋은 귤에 정성이 듬뿍 듬뿍 담긴 행복한 맛국보급 밀크티랑 바삭바삭 크로플 티라미수도 말이 필요 없이 늘 최고예요여러모로 살뜰히 챙겨주셔서 매번 정말 감사합니다,1
너무 맛있어요 사장님 어제 오늘아침 오늘저녁 총번 주문햇는데 저 어떻카죠여기단골될것같아요서비스로 음료개나 주시궁넘감동입니다담주문때는 사장님을 위한 용돈 ㅎㅎ 추가해서 주문할게용오늘 저녁 간식도 배부르게 잘먹었흡니다앙,1
존맛탱 친구가 추천해준지 어언 두달이 넘었는데 제가 스케줄 근무라 늘 주문 시키기가 어려웠어요ㅠㅜ 오늘은 정말 일주일 전부터 이날 시킨다 마음먹고 있었어서 드디어 시켰네요 단 음료를 별로 안좋아해서 애넘 밀크티 당도 으로 시켰는데 직접 전화해주셔서 확인해주셨습니다ㅎㅎ 로 올려서 시켰는데 너무 맛있었어요 징징이 스무디눈 동생이 먹었는데 눈깜빡하니 다먹고 없더군요 ㅎㅋ 크로플은 말해뮤ㅓ해 즘트였습니다 과일이랑 생크림도 담아주셔서 더 맛나게 잘 먹었어요ㅜ 복숭아 음료때 못먹은게 좀 아쉽지만 ㅜㅜ 올해를 기약해봐야죠 그니까 오래오래 장사해주세요,1
처음 시켜보는데 정말 맛있네요 서비스까지 감사해요,1
진짜 넘모넘모맛맀아여서비스감샤합니다ㅠㅠㅠㅠ,1
오늘 문여는시강 맞춰 또주문햇어요틀연속으로 특히 카페에서 연달아시킨적 없는데어제 밤에 크로플 밀크티 생각에 잠못잣습니다ㅠㅠ 아침부터 먹으니깐 너무 행복하네요사장님 맛있는 크로플 밀크티 평생 만들어 주실거죠,1
서비스도 주시구 넘 감사해요근데 와플이렇게 맛있으면 어쩌자는거에요 사장님앉은자리에서 그냥 진짜 정확하게 초걸렷네요 와플순삭바삭하고 달달하고 입에서 녹아용 켄터키 치킨에 담아져서 와서 놀랫지만ㅋㅋㅋ열어보고 아하햇어용 서비스로주신 과일도 넘 감사해용 음료도 다맛있어용 와플이랑 다잘맛는맛사장님 번창하세욧,1
바삭바삭하게 잘 도착햇어요 짱맛있음,1
애넘 밀크티진심 최고에요유명 프렌차이즈 저리가라여기꺼 먹음 딴데꺼 안먹혀요 크로플도 어쩜 이렇게 바삭바삭하고 맛있게 달달한지요 매일매일 먹을수 있어요 사장님 정말 친절하시고 유쾌하셔요당도 선택을 실수로 안하고 주문했는데 바쁘실텐데 전화주셔서 주문내용 맞는지 확인도 해주시고 이런 섬세한 센스 정말 감사하고 좋아요코로나가 끝나면 매장도 가서 먹고싶어요,1
감사합니다 매번 손편지 직접 써주시던데 주문한 내역까지 기억하고 계시다니 감사할 따름입니다 맛만으로도 또 주문하고픈 맛집인데 정성까지 곁들여주시니 덕분에 기분좋은 하루 보낼 수 있을것 같습니다 항상 건강하세요,1
맛있어요 큰사이즈 시켰는데 이렇게 클 줄은 몰랐어요 ㅋㅋㅋㅋ,1
사장님이 직접 배달 친절보스여라저사실 사장님용돈 원어치 주문할까하다가 미니크로플로 시킨거였는데사이즈업서비스 올 줄 몰랐어요 다음엔 사장님 용돈도 주문할게요  약속꽁한파때문에 길이 꽤 미끄러운데 안전운행하시고코로나때문에 힘든 요즘 돈길걸으시길 바래요,1
감사합니다 너무 맛있어요 감사히 잘 마시겠습니다 받은게 너무 많아서 오히려 죄송하네요 번창하세요,1
맛있고 양 많아서 좋아요 단풍딸기쥬스 정말 맛있어요 애넘밀크티도 짱 맛있고 컵도 너무너무너무 귀여워요 소장할거예요 그리고 서비스로 주신 크로플 다같이 나눠먹었는데 너무 맛있게 잘 먹었습니다 감사해요,1
딸기요거트스무디 여기꺼 먹으면 딴데 못먹는다고해서 시켰는데 매우 맛집 인정합니다,1
너무 맛있어요 또 먹을래요,1
버블티만 맛있는 줄 알았더니 크로플도 맛집이네요ㅠㅠㅠㅠㅠ 코로나 상황에 디에스티 버블티를 먹을 수 있어 영광입니다 사장님 감사합니다 ,1
맛있어서 행복하게 먹었어요 최고늘 감사합니다,1
와맛있어용,1
와 진짜 너무 마시써요,1
크로플 진짜 맛있어요 밀크티만 먹다가 딸기요거트 시켜봤는데 이것도 맛있네욥 다만 생크림 추가한 게 안 왔어요 ㅠㅠ 다음에는 잊지 말고 부탁드려요 사장님 늘 고생 많으십니다 번창하세요,1
리뷰 사실 잘 안쓰는데 눈오면 여기 밀크티를 먹을 수가 없어서 너무 슬펐어요 밀크티 중독에 걸린거 같아요 마약 크로플도 맞는데 마약 밀크티예요 ㅠㅠ 오늘 티라미수 품절이여서 너무 아쉬운데 다음에 꼭 먹어보고 싶네요,1
눈오는데 배달 감사합니다,1
맛있었어요,1
칭구가 우울해하는데 같이 못있어줘서 달달한 거로 달래주려고 몰래 배달시켜줬더니 너무너무너무 맛있대요 칭구 기분전환시켜주셔서 감사합니다 ㅎㅎㅎ,1
배달이 늦춰졌는데도 미리 전화도 안 주시고 계속 기다리다가 먼저 전화했네요배달도 예상시간보다 늦고 미리 전화만 주세요,0
아니 사장님 배달받자마자 너무 급하게 나오느라 사진도 못찍고 이제야 리뷰쓰는데 너무 맛있어요ㅠㅠㅠ딸기요거트는 진짜 진짜 존맛탱 설명에 쓰신대로 이제 다른 곳꺼는 못먹겠네요ㅡㅡ 책임지세요 진짜 첨 먹어보는 맛과 질감 생딸기 얼음이랑 갈아서 먹는 느낌 최고예요 진짜 최고 자주먹을게요눈오는데 배달시켜서 죄송했는데 크로플은ㅠㅠ 하 분명 한개는 미니어야 할텐데 두 개 다 큰 걸로 와서 감동이었고 스트레스받는 일 있었는데 달달 쫄깃함으로 이겨냈습니다리뷰이벤트 없이 마음에서 우러나온 대로 쓴 글이니 믿고 주문하셔요 다들 곧 또 시켜먹을게요 사장님 번창하세요,1
취소없이 안전허게 잘 가져다 주셔서 감사합니다 덕분에 잘먹었어요 크로플 좀 식었음에도 맛있었어요다음에 길이 좀 녹으면 또 다시 주문 드릴께용,1
날씨가 날씨라 오래걸렸지만 느긋하게 기다린 보람이 있네요크로플이 너무 맛있어서 기다린 기억이 사라진 것 같아요완전 부드럽고 맛있어요 내일도 주문해야지,1
생크림 추가했는데 안왔어요ㅠㅠ,1
음료도 맛있고 크로플도 너무 달달하고 좋네영,1
너무 맛있어서 거의 원샷 때려버렷어요 ㅎㅎ서비스로 주신 크로플도 완전 맛잇엇어요,1
너무 맛있어서 내일 아침에 먹으려고 남겨둘라다가 다먹었어요ㅠㅠ 눈오는날 배달 죄송하구 감사해요또 재주문 할게용 복많이 받으세요 ,1
우리 고생많으신 사장님 너무 맛있는데 크로플 생크림이 안왔어요 ㅠㅠ 흑,1
너무 딸기가 먹고싶어서 이 날씨에 주문했는데 배달해주셨네요 ㅠㅜ 감사히 잘 먹겠습니다,1
많이 달지않고 적당한 당도라 너무 맛있습니다과일이랑 크림 메이플시럽까지 사장님 쎈쑤종종애용할께요,1
크로플 사진 맛있어보여서 충동적으로 시켰는데후회되네요 너무 맛있는데오 다이어트의 너무 큰 적을 만났습니다 ㅠㅠㅠ 사이즈업 감사드립니다 ㅠㅠㅠ,1
크로플 딸기요거트 너무 맛있어요 ㅠㅠ,1
