,업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
64,공차 약수점,2020년 8월 7일,1,1,1,"
            딥바닐라카페라떼/1(당도 선택(50%（Half Sugar）),토핑 추가(펄 추가)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）))
          ",당도 100에 얼음 거의없음인데 타로 밀크티가 왜 이렇게 싱거운 건지 모르겠네요. 저번에도 싱거웠지만 그냥 실수겠거니 하고 다시 시킨 건데 문제가 확실히 있습니다. 커피는 안 좋아해서 대부분 공차에서 타로밀크티만 먹으니 제 입맛이 잘못돤 건 아닐 겁니다. 말 같지도 않게 싱겁습니다. 옵션 확인을 안 하는 건지 제조가 잘못된 건지 뭐가 됐든 직원 교육 좀 제대로 하고 판매하세요.
65,공차 약수점,2020년 7월 26일,1,1,1,"
            우롱 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）))
          ","우롱밀크티 당도 50인데 당분기가 아예 없길래 확인하려고 약수점에 전화함. 알바생되시는지는 모르겠는데 사장님한테 상황에 대해 여쭤보고 연락준다고 해서 좀 있다가 연락받으니  '돌려봤는데 넣었다' 래서 그런가보다 하고 요기요환불전화받고,  생각해보니 뭔가 이상해서 다시 연락함. cctv를 돌려본건지 물어보니 cctv가 너무멀어서 확실하지는 않다네요? 사장님께 진짜 전화를 한건지 진상하나 생겼다하고 대충넘긴건지 대처하는게 어이없어서 웃기네요. 내가 헛소리를 하는거라고 생각되면 연락주세요."
66,공차 약수점,2020년 7월 13일,5,2,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）)),청포도 스무디 /1
          ",같은 동 / 같은 건물인데 뒤에 주소가 달라서 재배달료 3500원 지불 + 배달료 1500원 지불......흠.....이렇게 빌딩이 잘못 잡히는 경우도 있네요.....비도오고 기사님 주소 기재하기 힘들것 같아 문자를2개나 보냈는데 못받으셨다고하고...정말.....어려운 주문이네요. 그냥 걸어가서 사먹어야 겠어요. 가까운데 비와서 시켰는데 부질없다며...
67,공차 약수점,2020년 6월 6일,5,5,2,"
            요구르트 쥬얼리 망고크러쉬/1,타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",요기요 배달지정이 너무느려용 공차는짱
68,공차 약수점,2020년 5월 11일,5,5,2,"
            망고요구르트＋화이트펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）))
          ",너무너무 맛있지만.... 요기요 플러스 체계가 참 이상해서 배달에 한시간이 걸렸네요...ㅠㅠ 그래도 맛은 정말 좋아요ㅎㅎ
69,공차 약수점,2020년 4월 14일,1,5,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）))
          ","안녕하세요
하나는 덜달게 하나는 100% 달기로 주문했는데
둘다 50% 로 왔네요ㅠㅠ"
70,공차 약수점,2020년 3월 2일,1,1,5,"
            제주그린티 스무디/1(토핑 추가(펄 추가))
          ","조리사바뀐게분명해요.얼음도덩어리졌고 맹.맛.무.맛.
그냥얼음갈아논맛.배달비때문에 한잔에9처넌돈 주고 사먹은 후기가 이거라니 최악이에요"
71,공차 약수점,2020년 2월 12일,3,3,1,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）))
          ",음료를 한시간동안 만드시네요
72,공차 약수점,2019년 12월 8일,5,1,5,"
            얼그레이 아메리카노 （Hot）/1(당도 선택(0%（Sugar Free）)),타로 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),초코 쿠앤크 스무디 /1,얼그레이티 （Jumbo,Hot）/1(당도 선택(0%（Sugar Free）))
          ",생각보다 양이 많이 적게 오네요
73,공차 약수점,2019년 12월 1일,5,5,1,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가))
          ",배달이 너무 느리네요
74,공차 약수점,2019년 11월 25일,4,5,2,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",주문 취소돼서 다시 주문해서 겨우 먹은거 빼곤 좋습니다
75,공차 약수점,2019년 10월 30일,2,2,2,"
            우롱 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ",좋아요~ 굿이에요ㅇㅇ
76,공차 약수점,2019년 10월 5일,5,4,1,"
            브라운슈가치즈폼스무디 （Large）/1,레몬 요구르트 스무디 /1(토핑 추가(화이트펄 추가))
          ","배달이 45분 써놓공 1시간 43분 만에왔어여
요기요는 모른다그러고 후식으로 먹으렸다가 에피타이저로 배다채우고 저녁 먹게생김  이게머예요"
77,공차 약수점,2019년 8월 1일,1,1,1,"
            제주그린티 스무디/3(토핑 추가(펄 추가))
          ",2시40분에 주문했는데 느닷없이 30분있다가 취소되고 혹시나해서 다시 시켯는데 딱 1시간 있다오네요 맛이 중요한게 아니라 시간 개념이 없는 매장같아서 다시는 안시켜먹는다
78,공차 약수점,2019년 8월 1일,5,5,2,"
            타로 밀크티 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）)),밀크폼 윈터멜론티 （Large,Ice）/1(얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",맛있습니다아아아아아
79,공차 약수점,2019년 7월 7일,2,2,1,"
            우롱 밀크티 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가,펄 추가))
          ",배달이 한시간 반 걸려서왔어요
80,공차 약수점,2019년 7월 7일,4,3,2,"
            얼그레이 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(밀크폼 더블 추가))
          ",배달시간이 좀 걸렸지만 맛있었다
81,공차 약수점,2019년 6월 30일,3,4,1,"
            타로 스무디 /2(토핑 추가(펄 추가))
          ","배달이 정말 늦어요 40분정도 걸린다해서 기다리고 있었는데 총 1시간 30분 정도 기다렸습니다 정말 배달비 내고 배달 받는데,,속상쓰"
82,공차 약수점,2019년 6월 28일,3,4,2,"
            밀크폼 얼그레이티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가,코코넛 추가))
          ","저번하고 맛이 다르네요..
너무 밍밍하고 밀크폼도 추가했는데 너무 적어요."
83,공차 약수점,2019년 6월 24일,5,2,3,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",처음 배달 올 때부터 이렇게 와서 받고 좀 황당했어요. 제가 폼 추가했는데 추가가 된건지 빠뜨린건지 모르겠네요...
84,공차 약수점,2019년 6월 10일,2,2,4,"
            초코 쿠앤크 스무디 /1(토핑 추가(펄 추가,코코넛 추가))
          ",분명히 코코넛도 같이 시켰는데 펄만 들어가서 왔네요 밑에 어디 깔려 있나보다하면서 먹어봐도 안 나오더라고요 오백원 환불해달라고 하기도 그렇고 해서 ㅋㅋㅋ 그냥 먹긴했는데 다음 번엔 좀 신경 써 주세요
85,공차 약수점,2019년 5월 29일,1,1,1,"
            밀크 쿠앤크 스무디 /1(토핑 추가(펄 추가,코코넛 추가))
          ",지금 뭔가요 3시 57분 배달 도착 예정인데 이 시간이 되도록 음식 만들고 있다고 하고 제가 여러잔 시킨것도 아니고 한 잔인데;; 전화 하려고 네이버에 쳐도 번호는 나오지도 않고 결제도 했는데 뭐하시는 건가요
86,공차 약수점,2019년 5월 8일,1,1,1,"
            자몽 그린티 에이드 （Large）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）),토핑 추가(알로에 추가)),레몬 요구르트 스무디 /1(토핑 추가(코코넛 추가))
          ",배달시간은 도대체 왜 맨날 바뀌는거죠?  먹고싶은데 시키지도 못하고 진짜 스트레스 받네요. 배달시간을 정해놓고 써놓던가 하세요
87,공차 약수점,2019년 4월 14일,4,4,2,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）)),제주그린티 스무디/1(토핑 추가(펄 추가))
          ",그냥저냥. 배달은 좀 느려요
88,공차 약수점,2019년 1월 16일,1,1,1,"
            초콜렛밀크티＋밀크폼 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(코코넛 추가)),타로 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(코코넛 더블 추가))
          ",맛은 그냥 다아는 맛이야 그냥 그래 그리고 배달이 많이 느려 그러니까 앞으로는 빨리 배달 해줘 1시간 걸려서 공차 먹기는 싫어
89,공차 약수점,2018년 12월 27일,1,1,1,"
            타로 밀크티 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）)),자스민그린티 （Jumbo,Ice）/3(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）))
          ","일단 사진상보다 더심각하게
다 터져서왔는데 전화해서 처음 들은 말은
배달이 잘못했나보네요 저희는 검품해서 잘못이없는데,
여서 화가나서, 공차 브랜드믿고 주문했으면
죄송합니다. 먼저아닌가요? 얘길했고. 죄송하단말을 들었으며
그 후엔 여자분이 안내도움주셔서 재배송받았으나
플러스배송료항상 내고 자주시키는 입장에선 좀 당황스럽고
화가난 하루였네요. 사진이랑 메일까지보내야되는
번거로움을 감수해야하는것도 참,, 담부턴 조심해서
잘 배송부탁합니다"
90,던킨-시청역점,2022년 3월 16일,5,5,2,"
            초코에 반한 엔젤 도넛/1,카카오하니딥/2,（At Home）던킨 블루베리베이글 5입/1
          ",귀여운 마크곤잘레스 도넛츠
91,던킨-시청역점,2022년 3월 11일,5,5,1,"
            페이머스 글레이즈드/1,（캡슐） 윈터빌리지 블렌드 10개입/1,（캡슐）던킨 센트럴파크 블렌드 （10개입）/1
          ",커피가 진하고 좋아요
92,던킨-시청역점,2022년 2월 6일,5,5,2,"
            초코 베리 듀얼 하트/1,딸기 츄이스티/1,켈로그우유도넛/1,켈로그초코바바리안/1,페이머스 글레이즈드/3
          ",할인이벤트 넘무조아요
93,던킨-시청역점,2022년 1월 16일,5,5,1,"
            카카오하니딥/1,（앳홈）햄에그잉글리쉬머핀1개입/3,（At Home）크림치즈프렛즐1개입/1
          ",이거 맛있어요 쟁여놓고픔
94,던킨-시청역점,2022년 1월 16일,5,5,1,"
            보스톤크림/1,소금 우유도넛/1,페이머스 글레이즈드/1,올리브츄이스티/1,카푸치노츄이스티/1,허니후리터/1,커즈마인티/1
          ",좋아요~~~~~~~
95,던킨-시청역점,2022년 1월 7일,5,5,1,"
            켈로그초코바바리안/1,슈톨렌 도넛/1,소금 우유도넛/3,카푸치노츄이스티/1,허니후리터/1
          ",할인받아 저렴하게 구입했어요
96,던킨-시청역점,2021년 12월 23일,5,5,2,"
            오레오 크림치즈 필드/1,오레오 민트링 필드/1,카푸치노츄이스티/1,（앳홈）트리플크로크무슈1개입/1
          ",맛잇어요~~~~~~~
97,던킨-시청역점,2021년 11월 21일,5,5,1,"
            올리브츄이스티/1,스트로베리필드/1,카카오하니딥/1,플레인베이글/1,비프칠리핫도그/1
          ",다른 지점보다 훨씬 좋아요.
98,던킨-시청역점,2021년 11월 21일,5,5,1,"
            올리브츄이스티/1,보스톤크림/1,센트럴파크 아메리카노/2
          ","포장 예정시간보다 조금 일찍 갔는데도
바로 챙겨 주셨습니다. 잘 먹었어요~"
99,밀크홀1937-종로점,2022년 2월 2일,5,5,1,"
            꿀바나나 그릭요거트/1,카야토스트＋아메리카노/1(HOT or ICE 선택(HOT))
          ",카야토스트 완전 맛있어요! 그릭요거트도요!! 라떼는 아쉬워요 분유같은 맛이 나요 다식어서 온걸 감안해도요. 요기요로 카페주문은 조심해야겠네요 따뜻한 음료가 차가웠어요 가게에선 잘 싸주신 것 같은데..
100,밀크홀1937-종로점,2021년 12월 11일,1,1,3,"
            저지소프트아이스크림/1,홍차 밀크티 바틀 420mL/1(아이스컵 여부(o)),떠먹는 로투스/1
          ","사진이랑 다를수 있다고 적혀있지만 아예 다른 제품이네요
7천원짜리 케이크 치고 사이즈도 상당히 작아요 
맛도 그냥 편의점에서 파는 맛"
101,밀크홀1937-종로점,2021년 8월 26일,5,5,2,"
            아메리카노/2(HOT or ICE 선택(HOT)),카페라떼/1(HOT or ICE 선택(HOT))
          ","주문 50분만에 다 쏟아서 왔어요
슬립이 눅눅하게 다 젖을 정도로
익스프레스라더니...매우 실망입니다"
102,카페종로시장,2021년 4월 25일,2,5,5,"
            후르츠팬케이크/1
          ","누텔라 초코 팬케이크 자주 맛있게 먹어서
이번엔 후르츠로 시켜봤는데 ㅠㅠ
버터 덩어리가 몇개나  나왔어요
후루츠 팬케이크 혹시 따뜻하게 돌려먹어야 했던 건가요?"
103,주시브로스-그랑서울점,2021년 12월 13일,5,5,1,"
            치킨스테이크/1,쉬림프누들/1
          ",배달기사 너무한거 아냐 5분거리를 픽업하고 30분 이따가 오냐
104,주시브로스-그랑서울점,2021년 5월 12일,4,2,4,"
            비프스테이크/3,아보카도生연어 샐러드/1(토핑 추가(삶은계란)),비프칠리버거/1
          ",양 좀 적어요~ 다이어트하기 좋을꺼 같아요
105,주시브로스-그랑서울점,2021년 3월 17일,4,2,5,"
            비프스테이크/1,비프스테이크/1(토핑 추가(비프))
          ","오늘은 담다 말았나요..
아니면 직원이 바뀐건가용"
106,주시브로스-그랑서울점,2021년 2월 2일,4,2,5,"
            비프스테이크/1,카프레제 샐러드/1
          ",리뷰 원래 정말 좋게 잘 쓰는데요 스테이크 고기몇점 얹어 놓으시고 밥으로 차있는거보고 놀랐어요 밥도 찬밥같아요ㅜ ㅜ 샐러드가 반인줄알면 따로 안시킬걸 그랬어요 샐러드가 더 맛있어요
107,주시브로스-그랑서울점,2020년 12월 28일,2,4,5,"
            아보카도生연어 샐러드/1
          ",연어가 싱싱하지 않은것 같아요
108,주시브로스-그랑서울점,2020년 11월 19일,5,4,2,"
            아보카도生연어 샐러드/1(토핑 추가(생연어))
          ",배달이 너무 늦었지만 맛있어서 좋았습니다
109,주시브로스-그랑서울점,2020년 9월 2일,4,4,2,"
            쉬림프누들/1,비프스테이크/1,연어스테이크/1
          ","배달시간도 많이 걸리고
배달하시는분이 배달장소를 찾지못해서
시간이 더 걸렸습니다"
110,주시브로스-그랑서울점,2019년 11월 13일,4,3,2,"
            연어스테이크/1,오렌지&애플 주스 （14oz）/1
          ","다른 리뷰 보고 주문 실수가 많은 매장인가? 했는데 정말 그렇네요^^; 주스를 주문했는데 누락하셔서 처음에는 제 가 잘못했나 싶었습니다^^; 환불은 받았지만 미흡했다는 느낌이 강했네요~ 맛은 여러 샐러드 많이 먹어봤지만 리*스, 샐러**탑, 어** 리**쉬 기타 브랜드랑 비교했을 때 굉장히 깔끔했습니다. 드레싱은 원래 뿌리지 않는지 많이 건강한 맛이었고, 저는 그런 걸 좋아해서 잘 먹었지만 드레싱 좋아하시는 분들은 호불호가 갈릴 듯 합니다~"
111,주시브로스-그랑서울점,2019년 4월 30일,2,4,5,"
            아보카도치킨 샐러드/1,블루베리 주스 （14oz）/1
          ",그냥 그랬어용..ㅎㅎㅎ
112,공차-명동역점,2022년 2월 5일,5,5,1,"
            블랙밀크티 ＋펄 J/1(SUGAR(50%),COLD(COLD),ICE(Less Ice)),타로 밀크티 ＋ 펄 J/1(SUGAR(50%),COLD(COLD),ICE(Less Ice))
          ",배달 서비스 안좋아요
113,공차-명동역점,2021년 12월 26일,1,1,1,"
            딸기 쥬얼리 밀크티/1(TOPPINGS(펄,화이트펄),SUGAR(100%),COLD(COLD)),브라운슈가 커피 밀크티/1(COLD(COLD))
          ",익스프레스라서 주문했습니다. 배달기사 이동경로 확인할 수 있는데 저희집은 그냥 지나치더라구요. 한참을 더 가더니 엉뚱한 곳에 배달 후에 돌고돌아서 다시 저희 집으로 오네요. 익스프레스 맞아요? 엉망이네요. 저희집은 이동중에 2번이나 들린꼴이 되었네요. 결국 얼음 녹아버린 밍밍한 음료 잔뜩 먹었습니다
114,공차-명동역점,2021년 7월 31일,1,1,1,"
            우롱티 J/1(TOPPINGS(코코넛x2,밀크폼x2),SUGAR(70%),COLD(COLD),ICE(Regular Ice)),브라우니 쿠키/1
          ",제발 좀...펄 넣어 먹는 음료인데 얇은 빨대 주시면 먹지말라는건지 왜 그러시는건가요..설마하고 요청사항에도 빨대 잊지말아달라했는데 장난하시나요?
115,공차-명동역점,2021년 5월 27일,1,5,5,"
            망고 스무디 L/2(COLD(COLD))
          ","저는 공차에서 망고스무디만 먹는사람인데요,지금 망고스무디L사이즈2개 시켰는데 망고향만나고 얼음맛나요?망고원액이 없었나요?ㅠ
아무리 경기가 않좋아도 그렇지 재료를 너무아끼셨네요ㅠ
5300원 얼음갈아먹었네요ㅠ"
116,공차-명동역점,2021년 3월 31일,2,3,4,"
            블랙밀크티 ＋펄 J/1(SUGAR(70%),COLD(COLD),ICE(Less Ice)),딸기 쏙쏙 쥬얼리 밀크티/1(SUGAR(100%)),치즈폼 딥초코 스무디/2(TOPPINGS(펄),COLD(COLD)),트리플 치즈 치아바타/1,핫 치킨 브리또/1,치킨 치즈 브리또/1
          ","맛이 뭔가 8프로씩 부족한 느낌입니다.. 치즈폼딥초코스무디는 타매장에 비해 맛이 너무 없어요. 갈려있는 초코도 조금이고, 어정쩡한 시럽맛이 뜨문뜨문 납니다. 기본 밀크티는 당도 70으로 시켰는데 거의 0으로 왔어요...
디저트류는 맛은 괜찮았으나 크기가 손바닥보다 조금 작습니다."
117,공차-명동역점,2021년 3월 17일,3,5,1,"
            패션후르츠히비스커스＋코코넛 J/1(SUGAR(30%),COLD(COLD),ICE(Regular Ice)),청포도 스무디 L/1(TOPPINGS(코코넛),COLD(COLD))
          ","히비스커스 공차에선 처음인데 이상독특한 맛이네요.

익스프레스라 시킨건데 배차문제?로 예상시간 두배걸렸어요."
118,공차-명동역점,2021년 2월 8일,2,3,5,"
            블랙밀크티 ＋펄 J/1(TOPPINGS(펄),SUGAR(30%),COLD(COLD),ICE(Full Ice)),타로 밀크티 ＋ 펄 L/1(SUGAR(50%),COLD(COLD),ICE(Regular Ice))
          ",타피오카펄 먹고싶어서 시켰는데 ㅜㅜ 다 떨어지셨다고....해서 다른 펄로 했는데 맛없어요 ㅠㅠ
119,공차-명동역점,2020년 8월 23일,5,1,5,"
            딸기 품은 치즈폼 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）)),제주 그린 밀크티 ＋펄 （Large, Ice）/1(당도 선택(50%（Half Sugar）),토핑 추가(밀크폼 추가))
          ",얼음 양이 좀....... 공차는 얼음 파는 가게입니까?
120,공차-명동역점,2020년 8월 18일,1,5,2,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）))
          ","배달도 정해진 시간보다 늦고 음료도 잘못왔는데 전화도 안 주시고 다른 옵션은 제대로 되어서 나왔다고 말하며 이 상황을 무마하려는, 죄송하다는 말로만 넘기려고 하는 듯한 태도의 서비스가 좀 실망입니다.."
121,커피나인-이태원점,2022년 3월 20일,5,5,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),더치 캔/1(메뉴 선택(과테말라),아이스컵 추가(아이스컵 추가))
          ",리뷰처럼 커피 너무 맛있고 배송도 잘 왔어요!
122,커피나인-이태원점,2022년 3월 19일,4,4,1,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ","배달 진짜 화나네요.
반이상 없고
아무리 배달이지만
이렇게 오는거 처음이네요"
123,커피나인-이태원점,2022년 3월 15일,3,4,2,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ",배달은 이십 몇분만에 왔는데 배달을 다른 곳 들렸다 온건지 커피들이 다 식어서 맛이 없네요.
124,커피나인-이태원점,2022년 3월 13일,1,3,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",배달도 빠르고 좋은데 몇번째 시키는데 왜 자꾸 산미있는걸 주는지 이럴거면 그냥 산미선택자체를 빼주세요
125,커피나인-이태원점,2022년 2월 24일,3,4,2,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인슈페너/1(HOT or ICE 선택(ICE))
          ","문앞게 두고 문자 아무런 연락이없어 30분가까이 음료 도착한지도 몰샀네요.
아메리카노는 괜찮습니드."
126,커피나인-이태원점,2022년 2월 6일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ","배달  별하나도  아깝다ᆢ매장주문량이많아서  늦는건  충분히  이해하고  기다릴  맘은있다
배달시작되고  30분이상은  뭔지모르겠다ᆢ다른곳에  다  두르고  두른다음  온다ᆢ얼음을  좋아하기도  하지만  도착하면  얼음이  거의  다  녹아있다ᆢ물양을  작게하고  얼음을  꽉채우면  좋을것을  ᆢ늘  얼음을  꽉 채워달라해도  짜증난다ᆢ얼음아끼는건가ᆢ이젠  이곳에  시킬려니  스트레스받는다ᆢ

최악  배달ᆢ"
127,커피나인-이태원점,2022년 2월 6일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ","배달  최악인집
맛은좋은집"
128,커피나인-이태원점,2022년 1월 31일,5,5,1,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),달구나 라떼/1
          ",픽업후 20분이나 지나서 배달 왔네요.. 커피가 다 식어서 왔어요. ㅡㅡ 전자렌지에 돌려 먹게 생겼네요...
129,커피나인-이태원점,2022년 1월 14일,5,5,2,"
            달구나 라떼/2(추가 선택(덜달게))
          ",맛있고 계속 생각 나는 맛입니다
130,커피나인-이태원점,2022년 1월 8일,5,5,2,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",맛있습니다 배달이 느려요
131,커피나인-이태원점,2021년 12월 25일,1,1,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ",한시간 반 기다려서 받은 따뜻한 아이스 바닐라라떼 .
132,커피나인-이태원점,2021년 12월 25일,3,3,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","랩핑이제대로
안되어 있네요"
133,커피나인-이태원점,2021년 12월 25일,5,5,1,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",배달 90분.....
134,커피나인-이태원점,2021년 12월 9일,5,5,1,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),샷추가/5
          ","커피맛은 굿!
배달은 진찌최악 도착예정보다 여기저기들리며 40분늦게왓네요"
135,커피나인-이태원점,2021년 12월 9일,3,3,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),너츠라떼/1(HOT or ICE 선택(ICE))
          ","사실  저는
 1ㆍ 첫번째로  커피향과  깊이ᆢ차가운커피인데도  여기에  커피9은   아침을  열어주듯  힐링되게해서  넘  좋아해요
2ㆍ 제가  커피을  좋아하는데도  아이스을  주문하는건  얼음때문이예요ㆍ일하면서  마시는  청량감이  깊은커피향과  가슴을  내리는  시원함이있어요
오늘은  얼음도  다녹아서  화가나고ㆍ배달도  둘러둘러  오는바람에  함께마실  친구도  바빠서  그냥갔네요
오늘은  커피까지  마실기분이아니군요"
136,커피나인-이태원점,2021년 12월 5일,5,5,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),달구나 라떼/1(추가 선택(덜달게))
          ",맛있어요
137,커피나인-이태원점,2021년 11월 26일,5,5,2,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),너츠라떼/1(HOT or ICE 선택(ICE))
          ","너~~~~~무  맛나요
오늘   또  주문요~~~~"
138,커피나인-이태원점,2021년 11월 24일,1,1,1,"
            아메리카노/6(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),바닐라 라떼/2(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",아이스 바닐라라떼를 시켰는데 핫으로 왔네요;; 그리고 뭐 전화 할 방법도 없고 가게는 닫았고 당황스럽네요
139,커피나인-이태원점,2021년 11월 16일,5,5,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),샷추가/3,나인슈페너/1(HOT or ICE 선택(ICE))
          ","양도 많고 맛나네용! 
다만 배달이... 한곳에서 10분넘게 멈춰잇더라고요"
140,커피나인-이태원점,2021년 10월 29일,5,5,1,"
            나인슈페너/1(HOT or ICE 선택(ICE))
          ",아인슈패너 크림이 커피랑 다 섞여서 라떼가 되어 도착해서 아쉽지만 그래도 맛은 있네요 !!! 자주 시킬것같아요 ㅎㅎ
141,커피나인-이태원점,2021년 10월 17일,5,5,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","커피 가격도 저렴 하고 배달비도 없고 너무 좋아요! 커피 맛도 되게 좋아요~ 먼 거리가 아닌데도 배달이 30분 걸려서 커피가 다 식어서 아쉬울 따름이에요ㅠㅠ
혹시 돌체 더 달게! 요청 드려도 해주시나요?  추가금 내는 항목이 안 보였던 거 같아서요!!"
