,업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
66,공차 약수점,2021년 5월 6일,4,3,5,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）)),자스민그린티 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）))
          ",얼음을 적게 달라고 했는데 레귤러로 쥬셨어요 ㅜㅜ 안말 안할라고 했는데 저번 주문에서도 마창가지여서... 조금 실망했습니다. 그리고 그린티 점보 사이즈에는 얼음 양을 조절을 못하나요?
67,공차 약수점,2021년 4월 22일,5,2,5,"
            딸기쏙쏙쥬얼리밀크티 L /2(당도 선택(30%（Little Sugar）),토핑추가(코코넛 추가,화이트펄 추가))
          ",딸기펄에 완전 중독되서 자주 먹는데 이렇게 펄 추가를 했는데도 음료가 부족하게 온건 처음이라 후기 남깁니다. 다른 지점은 펄 2개 추가하면 넘친다고 점보컵에 주던데요...
68,공차 약수점,2021년 4월 22일,2,3,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）)),초코 쿠앤크 스무디 /1
          ",요기요 주문만 50건 넘게 해왔지만 이렇게 늦게온 심지어 익스프레스로 21분 기재돼 있어서 후식으로 시킨곳인데 일반 배달보다 훨씬 늦게온 곳은 처음이네요ㅎㅎ 다시는 시키지 않을듯 싶습니다. 아까운 배달비만 2900원 날린거 같네요 차라리 약수까지 왕복해서 구매하고 오는게 훨씬 빨랐을거 같아요 ^^ !
69,공차 약수점,2021년 4월 21일,1,5,5,"
            브라운슈가 치즈폼 쿠키밀크티 （Large, Ice）/1(토핑 추가(펄 추가)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가,화이트펄 추가))
          ",펄 엄청 딱딱해요. ㅜ 옛날에도 함 주문햇는ㅔ 그때도 펄 딱떡하구 맛이 딴데랑 달라서 한동안 거기서 주문안햇는데 .다만 배달 엄총 빨라요 오늘 다시 주문해보니 그대로 펄 딱딱해요.밍밍하구
70,공차 약수점,2021년 4월 20일,2,5,5,"
            블랙 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",후기보니 맛이 밍밍하다고 하시는분들이 계시던데 정말 그동안 맛봤던 공차 중에서 맛은 젤 아쉽네요. 맛있게 만들어서 장기적으로 단골손님 잡는게 더 이득이신데...
71,공차 약수점,2021년 4월 13일,3,3,3,"
            흑임자 밀크티 ＋ 펄/1(당도 선택(30%)),흑임자 밀크티 ＋ 펄/1(당도 선택(100%)),그린 밀크티 （Jumbo, Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),얼그레이 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가)),타로 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),아메리카노 （Ice）/2(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）)),아메리카노 （Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Full （가득）)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),패션후르치히비스커스＋코코넛 L/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）)),망고 스무디 /1
          ",바쁜날 취소될수 있는건 알겠는데 다른곳은 전화로라도 취소되었다고 말하는데 여기는 그냥 요기요톡으로 띡 보내고 다른 연락은 전혀없네요 일하느라 나중에 확인하고 다시 주문했을때는 한가해져서 주문 들어간듯하네요 이런건 전화로라도 상황을 말해줘야한다고 생각합니다
72,공차 약수점,2021년 3월 29일,2,4,2,"
            딸기요구르트크러쉬/1(토핑 추가(펄 추가)),초코바른 제주 그린티 스무디/1(토핑 추가(펄 추가))
          ",사진으로는 녹은게 잘 티가안나는데요... 예상시간보다 15분 늦게 도착했어요...양은 저게 평균인지 뭔지 잘모르겠어서요..  초코바른제주그린스무디는 너무 녹아서 완전 물이 되버렸어요... 나머지하나도 완전 물...자주 주문하는 곳인데 오늘 실망이였습니다....
73,공차 약수점,2021년 3월 16일,1,1,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/3(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",...........
74,공차 약수점,2021년 3월 13일,3,5,5,"
            딸기치즈쿠키 크러쉬L /1(토핑추가(코코넛 추가)),초코 쿠앤크 스무디 /1
          ",초코 스무디맛은 별로네요
75,공차 약수점,2021년 3월 4일,1,1,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",요기요에서 시키면 공차적립안되서 별로
76,공차 약수점,2021년 2월 13일,1,1,1,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1
          ",방금 시켰는데......최...악~~ 빨대는 왜 안주신건지.......... 아 짜...ㅈ
77,공차 약수점,2021년 2월 7일,3,1,4,"
            체리바른딸기 크러쉬 L/1,타로 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ","타로는 맛있었는데 나머지 체리바른딸기크러쉬를 라지로 시켰는데 이정도 온게 정상인가요?
빨대만 꽂은 모습입니다"
78,공차 약수점,2021년 2월 7일,2,1,5,"
            딸기치즈쿠키 크러쉬L /1,블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",???이게 뭐예요? 컵에 구멍도 없는데 양을 왜 이래요??
79,공차 약수점,2021년 1월 25일,5,5,1,"
            타로 밀크티 （Jumbo,Ice）/2(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),타로 밀크티 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）))
          ","7층 사무실에서 배달 시켰는데 배달 기사님이 잘 못찾으셔서 직접 받으러 나갔더니 막 욕하고 계셔서 기분이 너무 더럽네요 
포장도 잘되서 왔고 음료도 맛있어요"
80,공차 약수점,2021년 1월 23일,5,5,3,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）))
          ",아주 맛납니다. 다만 배달이 조금 늦는듯? 그래도 맨족입니다.
81,공차 약수점,2021년 1월 17일,1,4,5,"
            블랙 밀크티 （Jumbo,Ice）/2(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",따른 매장에주문할때는. 펄 다있는데여  ~. ㅜ ㅜ. 이거는없네여 ~. 맛도 민미해서 ~. 아무맛도 없어유 ㅜ ㅜ. 물같아요 ~
82,공차 약수점,2021년 1월 16일,3,3,3,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가))
          ",하나는 타로밀크티 주문했는데 잘못왔어요.
83,공차 약수점,2021년 1월 1일,5,5,3,"
            초코 쿠앤크 스무디 /1(토핑 추가(펄 추가)),초코 쿠앤크 스무디 /1
          ",배달은 좀 지연됐지만 맛있었어요
84,공차 약수점,2020년 12월 28일,1,3,3,"
            딸기요구르트크러쉬/1,얼그레이 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ",터져서 보내주신거 기억하시죠.. ㅋ
85,공차 약수점,2020년 12월 17일,3,5,4,"
            브라운슈가치즈폼스무디 （Large）/1,얼그레이 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ","요즘 추워서 그런가 스무디가 얼어서 오네요
저녁에 시켜서 펄이 죽어있었어요 양은 정량이고 얼그레이 티는 맛있게 마셨습니다"
86,공차 약수점,2020년 12월 6일,5,4,2,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1(토핑 추가(펄 추가))
          ",배달이 빨리 오긴 했는데 음료 한개 플라스틱통이 금이 가서 찢어져서 다 새서 왔어요ㅜ 심하게 찢어져서 컵에 옮겨서 먹었어요 ㅜㅜ 근데 공차가 역시 맛있기도 하고 양도 많아서 괜찮았습니다! 다음에는 배송 안전히 부탁드립니다:)
87,공차 약수점,2020년 12월 4일,5,5,3,"
            딸기요구르트크러쉬/1,브라운슈가주얼리밀크티 （Large）/1
          ",움 시원 쫄깃행 마시쪙
88,공차 약수점,2020년 11월 28일,5,4,3,"
            우롱 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）))
          ",익스프레스배달이지만 주문접수에 20분정도 걸려서 실제 배달 시간은 오래 걸려요
89,공차 약수점,2020년 11월 27일,3,3,3,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가)),망고 스무디 /1(토핑 추가(펄 추가))
          ",빨대를 안 넣어주셨습니다
90,공차 약수점,2020년 11월 24일,3,3,5,"
            초코바른 토피넛 스무디（L）/1,망고 요구르트 （Jumbo）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Less （거의없음）),토핑 추가(화이트펄 추가)),망고 요구르트 （Large）/2(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(화이트펄 추가))
          ",배달은 빨랐지만 펄이 너무 없어요. 저번에도 느꼈는데 이 지점은 펄을 적게 넣어주는것 같네요.
91,공차 약수점,2020년 11월 22일,1,2,5,"
            딸기요구르트크러쉬/1(토핑 추가(코코넛 추가)),치즈폼딥초코스무디/1(토핑 추가(펄 추가)),망고요구르트＋화이트펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）))
          ",왠만하면 나쁜 리뷰는 안쓰는데 오늘 배달비무료라 3개나 시켰는데 치즈딥폼스무디만 지금 먹어봤는데 사진엔 한두입 먹어보고 리뷰써야겠다하고 찍긴했지만 막 왔을때부터 양도 정량도 아닌 1/5은 없었고요 이건 그렇다치고 얼음이 하나도 안갈려와서 뱉으면서 먹었고 맛은 또 왜이런거죠 당도 줄이지도 않았는데 단맛이 1도 없어요 잘못 시킨 줄 알았네요 진짜 돈아까워서 억지로 먹었어요 펄만 제대로고 나머진 다 엉망이예요 만드신분 한번 스스로 만들고 드셔보세요..
92,공차 약수점,2020년 11월 16일,2,2,5,"
            타로 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",블랙밀크티 펄추가헷는데 안줬어요
93,공차 약수점,2020년 11월 10일,1,4,4,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),브라운슈가주얼리밀크티 （Large）/1,블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",정말 별로네요. 여러군데서 많이 시켜봤지만 약수점이 제일 맛없어요. 밀크폼 추가했는데 전혀 보이지도 않고 섞였을거라고 하지만 먹어보니 맛도 거의 안나고. 이러면서 추가금 받는건 아니지 않나요?
94,공차 약수점,2020년 11월 8일,3,5,4,"
            딸기요구르트크러쉬/1,블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ",정량이나 맛은 별로였다
95,공차 약수점,2020년 11월 4일,3,5,5,"
            블랙 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),우롱티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",배송 역시 빨랐어요 밀크폼이 근데 적었는지 사라져 있어서 슬펐어요ㅠㅠ
96,공차 약수점,2020년 11월 3일,3,3,5,"
            브라운슈가주얼리밀크티 （Large）/1,자몽 그린티 에이드 （Large）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가))
          ","자몽그린티 에이드만 먹는데 좀 싱거웠음
게다가 얼음 less로 했는데도 많아서 (얼음 최소 6-7개 있었음)
천천히 마시는 나로선 점점 맛이 더 싱거워져서 결국 3/1 버림
평소보다 펄도 적고.."
97,공차 약수점,2020년 10월 31일,5,5,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가)),망고 스무디 /1(토핑 추가(알로에 더블 추가))
          ",시킨건 망고스무디랑 블밀크티인데 딸기랑 초코? 가왔네요 ㅠㅠ 매장에 연락드리니 다시보내주신다 하셔서 다행입니다
98,공차 약수점,2020년 10월 22일,1,1,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가))
          ",ㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴ
99,공차 약수점,2020년 10월 22일,3,3,3,"
            타로 밀크티 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）)),카페라떼 （Ice）/1
          ",생각보다 빨리 와서 좋았습니다
100,공차 약수점,2020년 10월 21일,3,3,5,"
            브라운슈가주얼리밀크티 （Large）/1,타로 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Full （가득）)),초코 쿠앤크 스무디 /1
          ",타로밀크티 점보사이즈시켰는데 버블이 단 한개도 안들어왔어요 왜그런거죠..??? 맛있어서 막 마시면서 내가 잘못시켰나 했는데 먹고보니까 다른건 버블 잘들어있네요
101,공차 약수점,2020년 10월 5일,4,2,5,"
            브라운슈가주얼리밀크티 （Large）/1,브라운슈가치즈폼스무디 （Large）/1,타로 밀크티 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ","예전에 양도 가득있었고, 맛도 진했는데.. 이번건은 만드는사람 바뀌셨나요? ㅡㅡ"
102,공차 약수점,2020년 9월 30일,5,3,5,"
            자몽QQ크러쉬（L）/1,치즈폼딥초코스무디/1(토핑 추가(펄 추가))
          ",치즈폼의 양이 적네요
103,공차 약수점,2020년 9월 25일,5,3,5,"
            얼그레이 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),얼그레이 밀크티 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),청포도 스무디 /1,망고 스무디 /1(토핑 추가(펄 추가))
          ","오늘은 배달은 정말 빠르네요
근데 스무디 양이 다작았어요 ㅜㅜ"
104,공차 약수점,2020년 9월 3일,3,5,2,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",배달 너무 오래걸려서 얼음 다 녺아서 왔네요
105,공차 약수점,2020년 8월 24일,3,2,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1
          ","양이 원래 꽉 안채워주는건지 ..
배달은 주문하고 10분만에 온것같아서 만족합니다"
106,공차 약수점,2020년 8월 7일,1,1,1,"
            딥바닐라카페라떼/1(당도 선택(50%（Half Sugar）),토핑 추가(펄 추가)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）))
          ",당도 100에 얼음 거의없음인데 타로 밀크티가 왜 이렇게 싱거운 건지 모르겠네요. 저번에도 싱거웠지만 그냥 실수겠거니 하고 다시 시킨 건데 문제가 확실히 있습니다. 커피는 안 좋아해서 대부분 공차에서 타로밀크티만 먹으니 제 입맛이 잘못돤 건 아닐 겁니다. 말 같지도 않게 싱겁습니다. 옵션 확인을 안 하는 건지 제조가 잘못된 건지 뭐가 됐든 직원 교육 좀 제대로 하고 판매하세요.
107,공차 약수점,2020년 7월 26일,1,1,1,"
            우롱 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）))
          ","우롱밀크티 당도 50인데 당분기가 아예 없길래 확인하려고 약수점에 전화함. 알바생되시는지는 모르겠는데 사장님한테 상황에 대해 여쭤보고 연락준다고 해서 좀 있다가 연락받으니  '돌려봤는데 넣었다' 래서 그런가보다 하고 요기요환불전화받고,  생각해보니 뭔가 이상해서 다시 연락함. cctv를 돌려본건지 물어보니 cctv가 너무멀어서 확실하지는 않다네요? 사장님께 진짜 전화를 한건지 진상하나 생겼다하고 대충넘긴건지 대처하는게 어이없어서 웃기네요. 내가 헛소리를 하는거라고 생각되면 연락주세요."
108,공차 약수점,2020년 7월 16일,3,3,3,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),제주그린티 스무디/1(토핑 추가(펄 추가))
          ",존맛캔~~빨리오네요 ㅋㅋㅋ
109,공차 약수점,2020년 7월 13일,5,2,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）)),청포도 스무디 /1
          ",같은 동 / 같은 건물인데 뒤에 주소가 달라서 재배달료 3500원 지불 + 배달료 1500원 지불......흠.....이렇게 빌딩이 잘못 잡히는 경우도 있네요.....비도오고 기사님 주소 기재하기 힘들것 같아 문자를2개나 보냈는데 못받으셨다고하고...정말.....어려운 주문이네요. 그냥 걸어가서 사먹어야 겠어요. 가까운데 비와서 시켰는데 부질없다며...
110,공차 약수점,2020년 6월 23일,3,5,5,"
            그린애플 포도주얼리크러쉬/1,얼그레이 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가))
          ","배달이 저번에는 쫌 늦게왔었는데 이번에는 정말 빨리와서 놀랐어요!!!!
근데 펄이 조금 더 말랑했으면...좋았을 텐데ㅜㅜ
근데 이거는 진짜 케바케니까요!"
111,공차 약수점,2020년 6월 20일,5,5,3,"
            아메리카노 （Ice）/2(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）)),청포도 스무디 /1
          ",겁나맛있음🙈🙉🙊
112,공차 약수점,2020년 6월 6일,5,5,2,"
            요구르트 쥬얼리 망고크러쉬/1,타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",요기요 배달지정이 너무느려용 공차는짱
113,공차 약수점,2020년 5월 23일,3,3,4,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/2(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",맛잇네요!! 배달도 빠르시고 친절하십니다
114,공차 약수점,2020년 5월 17일,3,3,5,"
            망고 그린티 에이드 （Large）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）),토핑 추가(코코넛 더블 추가,알로에 더블 추가)),그린 밀크티 （Large,Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）),토핑 추가(펄 더블 추가,화이트펄 더블 추가))
          ",배달만족핮니다 좀달아요
115,공차 약수점,2020년 5월 11일,5,5,2,"
            망고요구르트＋화이트펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）))
          ",너무너무 맛있지만.... 요기요 플러스 체계가 참 이상해서 배달에 한시간이 걸렸네요...ㅠㅠ 그래도 맛은 정말 좋아요ㅎㅎ
116,공차 약수점,2020년 4월 18일,3,4,4,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）))
          ","밀커티 맛이 유달리 싱거워서 물이 많이 들어같아요, 신입사원 아닌가요?"
117,공차 약수점,2020년 4월 17일,4,3,5,"
            딸기품은 밀크티 L사이즈/1(당도 선택(50%（Half Sugar）),토핑 추가(펄 추가)),딸기품은 밀크티 L사이즈/1(당도 선택(100%（Full Sugar）),토핑 추가(알로에 추가)),딸기주얼리/2(당도 선택(100%（Full Sugar）),토핑 추가(펄 추가)),딸기주얼리/1(당도 선택(50%（Half Sugar）),토핑 추가(펄 추가)),브라운슈가 치즈폼 쿠키밀크티 （Large, Ice）/1(토핑 추가(펄 추가)),망고 요구르트 （Large）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),얼그레이 아메리카노 （Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Regular （보통）))
          ",배달 빠르고 항상 맛있어요
118,공차 약수점,2020년 4월 14일,1,5,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）))
          ","안녕하세요
하나는 덜달게 하나는 100% 달기로 주문했는데
둘다 50% 로 왔네요ㅠㅠ"
119,공차 약수점,2020년 3월 17일,4,3,5,"
            제주그린티 스무디/1(토핑 추가(밀크폼 추가))
          ",밀크폼 밑에다가 깔아달라 했는데 왜 안해주시나요ㅠ
120,공차 약수점,2020년 3월 13일,3,3,5,"
            초콜렛밀크티＋밀크폼 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가)),블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",컵홀더는 요청까지 했는데 왜안주시나요?
121,공차 약수점,2020년 3월 10일,5,3,5,"
            초코바른 제주 그린티 스무디/1(토핑 추가(펄 추가)),청포도 스무디 /1(토핑 추가(알로에 추가))
          ",청포도스무디..ㅎㅎ
122,공차 약수점,2020년 3월 4일,5,4,3,"
            초콜렛 밀크티 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 더블 추가))
          ",맛있어요.단도를 100으로 하니깐 약간쓰네여
123,공차 약수점,2020년 3월 2일,1,1,5,"
            제주그린티 스무디/1(토핑 추가(펄 추가))
          ","조리사바뀐게분명해요.얼음도덩어리졌고 맹.맛.무.맛.
그냥얼음갈아논맛.배달비때문에 한잔에9처넌돈 주고 사먹은 후기가 이거라니 최악이에요"
124,공차 약수점,2020년 2월 12일,3,3,1,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）))
          ",음료를 한시간동안 만드시네요
125,공차 약수점,2019년 12월 31일,5,3,5,"
            브라운슈가주얼리밀크티 （Large）/1,초코 쿠앤크 스무디 /1(토핑 추가(코코넛 추가))
          ",추운데 홀더 없이 왔어욤 ㅎㅎ
126,공차 약수점,2019년 12월 17일,5,5,3,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/2(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",좀기다리긴 했지만 맛있게 먹었어요
127,공차 약수점,2019년 12월 8일,5,1,5,"
            얼그레이 아메리카노 （Hot）/1(당도 선택(0%（Sugar Free）)),타로 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),초코 쿠앤크 스무디 /1,얼그레이티 （Jumbo,Hot）/1(당도 선택(0%（Sugar Free）))
          ",생각보다 양이 많이 적게 오네요
128,공차 약수점,2019년 12월 8일,3,4,5,"
            제주그린티 스무디/1(토핑 추가(펄 추가))
          ",녹아오지않고 그린티스무디 단데 여긴안달아좋네우
129,공차 약수점,2019년 12월 1일,5,5,1,"
            초콜렛 밀크티 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가))
          ",배달이 너무 느리네요
130,공차 약수점,2019년 11월 25일,4,5,2,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）)),타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",주문 취소돼서 다시 주문해서 겨우 먹은거 빼곤 좋습니다
131,공차 약수점,2019년 10월 30일,2,2,2,"
            우롱 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ",좋아요~ 굿이에요ㅇㅇ
132,공차 약수점,2019년 10월 26일,3,3,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),초코 쿠앤크 스무디 /1(토핑 추가(펄 추가))
          ",배달 빠르고 좋지만 배달비가 좀 바싸서 꺼려지게 되는 하지만 나쁘진 않았어요 다음에 또 배달비 할인하면 시켜먹을예정
133,공차 약수점,2019년 10월 5일,5,4,1,"
            브라운슈가치즈폼스무디 （Large）/1,레몬 요구르트 스무디 /1(토핑 추가(화이트펄 추가))
          ","배달이 45분 써놓공 1시간 43분 만에왔어여
요기요는 모른다그러고 후식으로 먹으렸다가 에피타이저로 배다채우고 저녁 먹게생김  이게머예요"
134,공차 약수점,2019년 10월 2일,3,5,5,"
            망고주얼리/1(당도 선택(100%（Full Sugar）)),블랙 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(70%（Less Sugar）),얼음양 선택(Full （가득）))
          ","항상 당도 70 으로하는데, 이번거는 유난히 안달았어여ㅠㅜ"
